Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating
The Simpsons: Hit & Run,PS2,2003.0,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7,77.0,,T
Tony Hawk's Pro Skater 2,PS,2000.0,Sports,Activision,3.05,1.41,0.02,0.2,4.68,98.0,7.7,T
The Lord of the Rings: The Two Towers,PS2,2002.0,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,82.0,8.2,T
Tomb Raider,PS,1996.0,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,91.0,8.6,T
Animal Crossing: City Folk,Wii,2008.0,Simulation,Nintendo,1.82,1.12,1.32,0.36,4.62,73.0,7.6,E
Uncharted: The Nathan Drake Collection,PS4,2015.0,Action,Sony Computer Entertainment,2.07,1.71,0.08,0.76,4.62,86.0,8.1,T
The Legend of Zelda: A Link to the Past,SNES,1991.0,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,100.0,,E
The Legend of Zelda: The Wind Waker,GC,2002.0,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,96.0,8.9,E
Guitar Hero III: Legends of Rock,Wii,2007.0,Misc,Activision,3.04,1.11,0.0,0.43,4.6,86.0,8.4,T
Luigi's Mansion: Dark Moon,3DS,2013.0,Action,Nintendo,1.8,1.39,1.11,0.29,4.59,86.0,8.4,E
Forza Motorsport 4,X360,2011.0,Racing,Microsoft Game Studios,2.08,1.97,0.06,0.46,4.57,91.0,8.2,E
Mario & Sonic at the Olympic Winter Games,Wii,2009.0,Sports,Sega,1.87,1.96,0.22,0.48,4.53,68.0,,E
Madden NFL 2005,PS2,2004.0,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,91.0,7.9,E
Guitar Hero III: Legends of Rock,X360,2007.0,Misc,Activision,3.19,0.91,0.01,0.42,4.53,85.0,7.9,T
Pitfall!,2600,1981.0,Platform,Activision,4.21,0.24,0.0,0.05,4.5,,,
Madden NFL 07,PS2,2006.0,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,84.0,8.2,E
Halo 5: Guardians,XOne,2015.0,Shooter,Microsoft Game Studios,2.78,1.27,0.03,0.41,4.48,84.0,6.4,T
Spider-Man: The Movie,PS2,2002.0,Action,Activision,2.71,1.51,0.03,0.23,4.48,76.0,7.9,E
Dragon Quest VII: Warriors of Eden,PS,2000.0,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,,,
Call of Duty: Infinite Warfare,PS4,2016.0,Shooter,Activision,1.61,2.0,0.15,0.71,4.46,77.0,3.4,M
God of War,PS2,2005.0,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,94.0,8.9,M
Splatoon,WiiU,2015.0,Shooter,Nintendo,1.54,1.18,1.46,0.26,4.43,81.0,8.5,E10+
Nintendo Land,WiiU,2012.0,Misc,Nintendo,2.52,1.11,0.46,0.33,4.42,77.0,7.9,E10+
Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision,2.66,1.29,0.01,0.46,4.41,97.0,7.5,T
Winning Eleven: Pro Evolution Soccer 2007,PS2,2006.0,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,86.0,8.9,E
The Elder Scrolls IV: Oblivion,X360,2006.0,Role-Playing,Take-Two Interactive,2.82,1.03,0.13,0.4,4.38,94.0,8.7,M
Zelda II: The Adventure of Link,NES,1987.0,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,,,E
Need for Speed: Most Wanted,PS2,2005.0,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,82.0,9.1,T
Michael Jackson: The Experience,Wii,2010.0,Misc,Ubisoft,2.64,1.33,0.01,0.39,4.36,56.0,8.3,E10+
Call of Duty: Advanced Warfare,PS3,2014.0,Shooter,Activision,1.56,1.93,0.19,0.68,4.36,85.0,4.8,M
Resistance: Fall of Man,PS3,2006.0,Shooter,Sony Computer Entertainment,1.74,1.72,0.14,0.75,4.34,86.0,8.1,M
Sonic the Hedgehog,GEN,1991.0,Platform,Sega,3.03,0.91,0.26,0.13,4.34,77.0,,E
Kingdom Hearts II,PS2,2005.0,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,87.0,9,E10+
The Legend of Zelda: Ocarina of Time,3DS,2011.0,Action,Nintendo,2.09,1.31,0.62,0.31,4.33,99.0,10.0,E
Super Mario 3D World,WiiU,2013.0,Platform,Nintendo,2.11,1.16,0.73,0.32,4.32,93.0,9,E
Minecraft,PS4,2014.0,Misc,Sony Computer Entertainment Europe,1.48,2.02,0.14,0.68,4.32,100.0,,E10
Asteroids,2600,1980.0,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,,,E
Call of Duty: Advanced Warfare,X360,2014.0,Shooter,Activision,2.77,1.11,0.0,0.4,4.29,85.0,4.9,M
FIFA 15,PS3,2014.0,Sports,Electronic Arts,0.58,3.02,0.04,0.64,4.28,81.0,4.5,E
Fable II,X360,2008.0,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,0.41,4.27,89.0,6.5,M
Namco Museum,GBA,2001.0,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,79.0,7.3,E
Batman: Arkham Asylum,PS3,2009.0,Action,Eidos Interactive,2.24,1.31,0.07,0.61,4.23,91.0,8.9,T
Metal Gear Solid 3: Snake Eater,PS2,2004.0,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,91.0,9.3,M
Assassin's Creed: Revelations,PS3,2011.0,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,80.0,7.5,M
Fallout 4,XOne,2015.0,Role-Playing,Bethesda Softworks,2.51,1.32,0.01,0.38,4.22,88.0,6.2,M
FIFA 14,X360,2013.0,Sports,Electronic Arts,0.92,2.89,0.01,0.4,4.22,84.0,4.2,E
Daxter,PSP,2006.0,Platform,Sony Computer Entertainment,2.45,1.01,0.0,0.75,4.21,85.0,8.7,E10+
Warcraft II: Tides of Darkness,PC,1995.0,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,93.0,,T
FIFA Soccer 06,PS2,2005.0,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,80.0,7.8,E
EyeToy Play,PS2,2003.0,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,80.0,7.5,E
Gran Turismo 5 Prologue,PS3,2007.0,Racing,Sony Computer Entertainment,1.28,1.82,0.57,0.52,4.19,80.0,7.1,E
Assassin's Creed: Revelations,X360,2011.0,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,80.0,7.2,M
FIFA 12,X360,2011.0,Sports,Electronic Arts,0.84,2.78,0.02,0.53,4.18,,,
Teenage Mutant Ninja Turtles,NES,1989.0,Action,Palcom,3.38,0.44,0.31,0.04,4.17,59.0,,E
Street Fighter IV,PS3,2009.0,Fighting,Capcom,2.03,1.04,0.58,0.52,4.16,94.0,7.3,T
Excitebike,NES,1984.0,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,,,E
Frogger,PS,1997.0,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,64.0,8.0,E
Madden NFL 2003,PS2,2002.0,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95.0,7.7,E
Half-Life,PC,1997.0,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,96.0,9.1,M
Super Mario World 2: Yoshi's Island,SNES,1995.0,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,90.0,,E
FIFA Soccer 07,PS2,2006.0,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,,,
Street Fighter II Turbo,SNES,1992.0,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,90.0,,
World of Warcraft: The Burning Crusade,PC,2007.0,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,91.0,7.9,T
Battlefield 1,PS4,2016.0,Shooter,Electronic Arts,1.1,2.15,0.21,0.61,4.08,88.0,8.4,M
God of War II,PS2,2007.0,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93.0,8.9,M
World Soccer Winning Eleven 9,PS2,2005.0,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,89.0,8.2,E
Fallout: New Vegas,X360,2010.0,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,0.33,4.05,84.0,8.1,M
Forza Motorsport 2,X360,2007.0,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,90.0,8.3,E
Carnival Games,Wii,2007.0,Misc,Take-Two Interactive,2.12,1.47,0.05,0.42,4.05,56.0,6,E
Watch Dogs,PS4,2014.0,Action,Ubisoft,1.4,1.9,0.11,0.64,4.05,80.0,6.3,M
Namco Museum Vol.3,PS,1996.0,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,,,E
Tekken Tag Tournament,PS2,2000.0,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85.0,8.5,T
Far Cry 4,PS4,2014.0,Shooter,Ubisoft,1.13,2.18,0.1,0.63,4.04,85.0,7.7,M
Star Fox 64,N64,1997.0,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,90.0,,E
Golf,NES,1984.0,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,60.0,,E
Namco Museum: 50th Anniversary,PS2,2005.0,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,61.0,tbd,E10+
Left 4 Dead 2,X360,2009.0,Shooter,Electronic Arts,2.67,0.87,0.05,0.38,3.97,89.0,8.6,M
The Witcher 3: Wild Hunt,PS4,2015.0,Role-Playing,Namco Bandai Games,1.02,2.13,0.23,0.59,3.97,92.0,9.2,M
Assassin's Creed: Unity,PS4,2014.0,Action,Ubisoft,1.19,2.07,0.08,0.62,3.96,70.0,4.9,M
Batman: Arkham Knight,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,0.64,3.95,87.0,7.6,M
The Legend of Zelda: Skyward Sword,Wii,2011.0,Action,Nintendo,2.03,1.16,0.37,0.38,3.95,93.0,8,E10+
Fallout 3,PS3,2008.0,Role-Playing,Bethesda Softworks,2.15,1.13,0.07,0.59,3.94,90.0,8,M
Professor Layton and the Diabolical Box,DS,2007.0,Puzzle,Nintendo,0.9,1.76,0.92,0.37,3.94,84.0,8.8,E10+
Donkey Kong Land,GB,1994.0,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,,,E
EA Sports Active,Wii,2009.0,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.9,81.0,8.7,E
Tony Hawk's Underground,PS2,2003.0,Sports,Activision,2.29,1.17,0.01,0.42,3.9,90.0,8.7,T
Monster Hunter 4 Ultimate,3DS,2014.0,Role-Playing,Nintendo,0.68,0.48,2.62,0.11,3.89,86.0,8.7,T
The Elder Scrolls V: Skyrim,PC,2011.0,Role-Playing,Bethesda Softworks,1.16,2.12,0.0,0.6,3.88,94.0,8.1,M
NBA 2K16,PS4,2015.0,Sports,Take-Two Interactive,2.49,0.66,0.03,0.69,3.88,87.0,6.7,E10+
Tekken 5,PS2,2005.0,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88.0,8.6,T
Dragon Warrior III,NES,1988.0,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87,,,
MotorStorm,PS3,2006.0,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84.0,7.4,T
Nintendogs + cats,3DS,2011.0,Simulation,Nintendo,1.44,1.41,0.73,0.27,3.85,72.0,,E
World Soccer Winning Eleven 8 International,PS2,2004.0,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,91.0,9.1,E
Sports Champions,PS3,2010.0,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.84,76.0,7.9,E10+
Namco Museum Vol.1,PS,1995.0,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,,,E
The Legend of Zelda: Link's Awakening,GB,1992.0,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,,,E
Call of Duty: Ghosts,PS4,2013.0,Shooter,Activision,1.78,1.43,0.05,0.57,3.83,78.0,3.7,M
Flash Focus: Vision Training in Minutes a Day,DS,2007.0,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,59.0,4,E
Tom Clancy's The Division,PS4,2016.0,Shooter,Ubisoft,1.35,1.7,0.15,0.6,3.8,80.0,7,M
Big Brain Academy: Wii Degree,Wii,2007.0,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,68.0,6.9,E
Resident Evil Director's Cut,PS,1996.0,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,83.0,,M
Mario & Luigi: Bowser's Inside Story,DS,2009.0,Role-Playing,Nintendo,2.23,0.47,0.81,0.26,3.77,91.0,,E
LEGO Indiana Jones: The Original Adventures,X360,2008.0,Action,Activision,2.4,1.01,0.0,0.36,3.76,77.0,7.5,E10+
The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,79.0,8,T
Ratchet & Clank: Size Matters,PSP,2007.0,Platform,Sony Computer Entertainment,1.4,1.39,0.1,0.86,3.74,85.0,,E10
Harry Potter and the Sorcerer's Stone,PS,2001.0,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,64.0,7.5,E
Mario & Sonic at the London 2012 Olympic Games,Wii,2011.0,Sports,Sega,1.12,1.87,0.27,0.45,3.72,68.0,,E
Resident Evil 3: Nemesis,PS,1999.0,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,94.0,,M
Super Paper Mario,Wii,2007.0,Platform,Nintendo,1.95,0.86,0.59,0.31,3.71,85.0,7.9,E
Spyro: Year of the Dragon,PS,2000.0,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,91.0,8.8,E
Assassin's Creed IV: Black Flag,PS3,2013.0,Action,Ubisoft,1.33,1.68,0.13,0.57,3.71,88.0,8.1,M
FIFA Soccer 2005,PS2,2004.0,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,81.0,7.6,E
Pokémon Trading Card Game,GB,1998.0,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,,,
Friend Collection,DS,2009.0,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67,,,
Tony Hawk's Pro Skater 4,PS2,2002.0,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94.0,8.5,T
Star Wars Battlefront (2015),XOne,2015.0,Shooter,Electronic Arts,2.04,1.28,0.02,0.32,3.66,71.0,,T
MySims,DS,2007.0,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67.0,7.3,E
Midnight Club 3: DUB Edition,PSP,2005.0,Racing,Take-Two Interactive,1.65,1.21,0.0,0.79,3.65,74.0,8.4,E10+
Banjo-Kazooie,N64,1998.0,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,93.0,9.4,E
SOCOM: U.S. Navy SEALs,PS2,2002.0,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82.0,7.9,M
Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90.0,8.7,E
Pokemon Snap,N64,1999.0,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,79.0,,E
Pro Evolution Soccer 2008,PS2,2007.0,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,82.0,7.9,E
Resident Evil 4,PS2,2005.0,Action,Capcom,2.08,0.83,0.46,0.25,3.62,96.0,8.9,M
Guitar Hero: World Tour,Wii,2008.0,Misc,Activision,2.32,0.96,0.0,0.34,3.62,86.0,7.6,T
FIFA Soccer 10,PS3,2009.0,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,91.0,7.6,E
Star Wars: Battlefront,PS2,2004.0,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,82.0,8.7,T
Doom II: Hell on Earth,PC,1994.0,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,,,
The Simpsons: Road Rage,PS2,2001.0,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,64.0,7.7,T
Luigi's Mansion,GC,2001.0,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,78.0,8.5,E
Battlefield 4,PS4,2013.0,Shooter,Electronic Arts,1.35,1.55,0.17,0.51,3.59,85.0,6.9,M
Star Wars: Battlefront II,PS2,2005.0,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,84.0,9,T
Just Dance 2014,Wii,2013.0,Misc,Ubisoft,1.88,1.39,0.0,0.31,3.59,74.0,6.2,E10+
Cooking Mama 2: Dinner With Friends,DS,2007.0,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58,70.0,8,E
WWF SmackDown!,PS,2000.0,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,90.0,,T
Croc: Legend of the Gobbos,PS,1997.0,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56,76.0,,E
Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,78.0,7.8,M
The Getaway,PS2,2002.0,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,72.0,6.8,M
Tomb Raider III: Adventures of Lara Croft,PS,1997.0,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,82.0,,T
James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,72.0,7.9,T
LEGO Star Wars: The Video Game,PS2,2005.0,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,79.0,,E
Rugrats in Paris: The Movie,PS,2000.0,Action,THQ,1.96,1.33,0.0,0.23,3.52,,,E
FIFA Soccer 11,X360,2010.0,Sports,Electronic Arts,0.71,2.39,0.02,0.4,3.52,88.0,7.5,E
Spyro 2: Ripto's Rage!,PS,1999.0,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,87.0,,E
Left 4 Dead,X360,2008.0,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,3.51,89.0,7.9,M
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996.0,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51,88.0,,E
Assassin's Creed: Unity,XOne,2014.0,Action,Ubisoft,2.27,0.9,0.0,0.33,3.5,72.0,4.1,M
Kung Fu,NES,1985.0,Action,Nintendo,1.64,0.38,1.42,0.06,3.5,,,
Resident Evil 5,X360,2009.0,Action,Capcom,2.11,0.93,0.12,0.34,3.5,83.0,7.5,M
Assassin's Creed: Brotherhood,X360,2010.0,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,89.0,8.3,M
FIFA Soccer 2004,PS2,2003.0,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49,84.0,6.4,E
Battlefield 4,PS3,2013.0,Shooter,Electronic Arts,1.3,1.42,0.27,0.5,3.49,80.0,5.8,M
Batman: Arkham Asylum,X360,2009.0,Action,Eidos Interactive,2.2,0.95,0.02,0.31,3.48,92.0,8.7,T
Battlefield 4,X360,2013.0,Shooter,Electronic Arts,2.15,1.01,0.02,0.31,3.48,79.0,5.6,M
Battlefield: Bad Company 2,X360,2010.0,Shooter,Electronic Arts,2.1,1.01,0.04,0.32,3.47,88.0,8.6,M
Mario & Sonic at the Olympic Winter Games,DS,2009.0,Sports,Sega,1.21,1.62,0.27,0.37,3.46,68.0,,E
Guitar Hero: On Tour,DS,2008.0,Misc,Activision,2.1,1.01,0.01,0.35,3.46,71.0,8.8,E10+
Clubhouse Games,DS,2006.0,Misc,Nintendo,0.59,1.79,0.73,0.34,3.45,83.0,8.4,E
Monster Hunter 4,3DS,2013.0,Role-Playing,Capcom,0.0,0.0,3.44,0.0,3.44,,,
Borderlands,X360,2009.0,Shooter,Take-Two Interactive,2.4,0.71,0.03,0.29,3.44,84.0,8.2,M
Tekken 4,PS2,2002.0,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,79.0,8.3,T
Final Fantasy III,SNES,1994.0,Role-Playing,SquareSoft,0.86,0.0,2.55,0.02,3.42,91.0,,E10
Grand Theft Auto 2,PS,1998.0,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,70.0,8,T
Metal Gear Solid V: The Phantom Pain,PS4,2015.0,Action,Konami Digital Entertainment,1.09,1.36,0.49,0.48,3.41,93.0,8.2,M
Spider-Man 2,PS2,2004.0,Action,Activision,1.75,1.2,0.02,0.43,3.41,80.0,8.9,T
F-1 Race,GB,1990.0,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41,,,E
FIFA Soccer 2003,PS2,2002.0,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,88.0,6.7,E
LittleBigPlanet 2,PS3,2011.0,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.39,91.0,8.4,E
Crash Bash,PS,2000.0,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,68.0,8.2,E
Assassin's Creed Syndicate,PS4,2015.0,Action,Ubisoft,0.81,1.99,0.07,0.52,3.39,76.0,6.8,M
LEGO Batman: The Videogame,X360,2008.0,Action,Warner Bros. Interactive Entertainment,2.04,1.02,0.0,0.32,3.38,76.0,7.9,E10+
Destiny,XOne,2014.0,Shooter,Activision,2.14,0.92,0.0,0.31,3.37,75.0,5.5,T
WWF War Zone,PS,1998.0,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36,,,T
The Legend of Zelda: Majora's Mask,N64,2000.0,Action,Nintendo,1.9,0.67,0.73,0.06,3.36,93.0,,E
Far Cry 3,PS3,2012.0,Shooter,Ubisoft,0.88,1.7,0.1,0.67,3.35,90.0,8.5,M
Rugrats: Search For Reptar,PS,1998.0,Adventure,THQ,1.63,1.53,0.0,0.18,3.34,,,E
English Training: Have Fun Improving Your Skills!,DS,2006.0,Misc,Nintendo,0.0,0.99,2.32,0.02,3.33,,,
James Bond 007: Nightfire,PS2,2002.0,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,77.0,8.5,T
Ratchet & Clank,PS2,2002.0,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33,,,T
Monster Hunter X,3DS,2015.0,Action,Capcom,0.27,0.21,2.79,0.05,3.32,,,
Star Wars Episode III: Revenge of the Sith,PS2,2005.0,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,60.0,7.2,T
The Legend of Zelda: Spirit Tracks,DS,2009.0,Action,Nintendo,1.4,0.91,0.74,0.26,3.31,87.0,7.8,E10+
Max Payne,PS2,2001.0,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,80.0,8.5,M
Assassin's Creed IV: Black Flag,X360,2013.0,Action,Ubisoft,1.9,1.11,0.01,0.29,3.3,86.0,7.9,M
The Lord of the Rings: The Return of the King,PS2,2003.0,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,85.0,8.7,T
Yokai Watch 2 Ganso/Honke,3DS,2014.0,Role-Playing,Nintendo,0.09,0.0,3.18,0.01,3.28,,,
Gears of War: Ultimate Edition,XOne,2015.0,Shooter,Microsoft Game Studios,2.61,0.33,0.0,0.34,3.28,82.0,7.5,M
True Crime: Streets of LA,PS2,2003.0,Action,Activision,1.89,1.05,0.02,0.31,3.27,77.0,8,M
Professor Layton and the Unwound Future,DS,2008.0,Puzzle,Nintendo,0.6,1.57,0.82,0.27,3.26,86.0,9.2,E10+
Gran Turismo (PSP),PSP,2009.0,Racing,Sony Computer Entertainment,0.5,1.58,0.31,0.87,3.25,78.0,,E
FIFA 16,XOne,2015.0,Sports,Electronic Arts,0.89,2.12,0.0,0.24,3.25,84.0,4.4,E
Wii Music,Wii,2008.0,Misc,Nintendo,1.35,1.11,0.46,0.32,3.25,63.0,4.6,E
Tekken,PS,1995.0,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24,83.0,,T
Madden NFL 16,PS4,2015.0,Sports,Electronic Arts,2.34,0.3,0.0,0.6,3.24,83.0,5.9,E
Gran Turismo 6,PS3,2013.0,Racing,Sony Computer Entertainment,0.72,1.67,0.4,0.44,3.23,81.0,7.7,E
Halo: The Master Chief Collection,XOne,2014.0,Shooter,Microsoft Game Studios,1.91,1.0,0.03,0.29,3.23,85.0,7.2,M
007: Tomorrow Never Dies,PS,1999.0,Shooter,Electronic Arts,1.72,1.33,0.0,0.16,3.21,62.0,,T
Super Mario Maker,WiiU,2015.0,Platform,Nintendo,1.18,0.89,0.94,0.2,3.21,88.0,8.7,E
WWF SmackDown! 2: Know Your Role,PS,2000.0,Fighting,THQ,1.76,1.21,0.07,0.16,3.2,87.0,,T
Baseball,NES,1983.0,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2,50.0,,E
Killer Instinct,SNES,1995.0,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2,,,T
Dragon Quest VI: Maboroshi no Daichi,SNES,1995.0,Role-Playing,Enix Corporation,0.0,0.0,3.19,0.0,3.19,,,
God of War: Chains of Olympus,PSP,2008.0,Action,Sony Computer Entertainment,1.48,1.0,0.04,0.66,3.18,91.0,8.6,M
Enter the Matrix,PS2,2003.0,Action,Atari,1.78,1.12,0.09,0.19,3.18,62.0,8.1,T
Crisis Core: Final Fantasy VII,PSP,2007.0,Role-Playing,Square Enix,1.35,0.59,0.8,0.43,3.18,83.0,8,T
Dance Central,X360,2010.0,Misc,MTV Games,2.15,0.76,0.01,0.26,3.17,82.0,7.6,T
L.A. Noire,PS3,2011.0,Adventure,Take-Two Interactive,1.27,1.29,0.12,0.49,3.17,89.0,7.7,M
Ace Combat 04: Shattered Skies,PS2,2001.0,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,89.0,9.1,E
Animal Crossing,GC,2001.0,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,87.0,8.9,E
FIFA Soccer 08,PS2,2007.0,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14,83.0,6.5,E
Club Penguin: Elite Penguin Force,DS,2008.0,Adventure,Disney Interactive Studios,1.87,0.97,0.0,0.3,3.14,70.0,8,E
Spider-Man,PS,2000.0,Action,Activision,1.7,1.25,0.02,0.16,3.13,87.0,9,E
Mario Party 9,Wii,2012.0,Misc,Nintendo,1.06,1.09,0.76,0.22,3.13,73.0,6.8,E
Need for Speed III: Hot Pursuit,PS,1998.0,Racing,Electronic Arts,2.14,0.86,0.0,0.13,3.12,88.0,,E
Star Wars Episode I Racer,N64,1999.0,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12,87.0,,E
Sonic Rush,DS,2005.0,Platform,Sega,1.21,1.56,0.06,0.29,3.12,82.0,8.5,E
Dragon Warrior IV,NES,1990.0,Role-Playing,Enix Corporation,0.08,0.0,3.03,0.01,3.12,,,
Rhythm Heaven,DS,2008.0,Misc,Nintendo,0.55,0.5,1.93,0.13,3.11,83.0,9,E
Fallout: New Vegas,PS3,2010.0,Role-Playing,Bethesda Softworks,1.52,1.03,0.1,0.46,3.11,82.0,7.8,M
Personal Trainer: Cooking,DS,2006.0,Misc,Nintendo,0.9,1.0,1.03,0.17,3.11,81.0,7.8,E
The Elder Scrolls IV: Oblivion,PS3,2007.0,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,3.1,93.0,8,M
The Legend of Zelda: A Link Between Worlds,3DS,2013.0,Action,Nintendo,1.4,1.01,0.46,0.23,3.1,91.0,8.9,E
Resident Evil 6,PS3,2012.0,Shooter,Capcom,0.88,0.94,0.88,0.4,3.1,74.0,5.4,M
Mass Effect 2,X360,2010.0,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,3.1,96.0,8.9,M
